timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
3356, 0.37, 0.12, 11.63, -0.01, 0.02, 0.02
5, 0.39, 0.12, 11.59, -0.01, 0.02, 0.02
103, 0.36, 0.11, 11.60, -0.01, 0.02, 0.02
203, 0.39, 0.14, 11.60, -0.01, 0.02, 0.02
303, 0.37, 0.12, 11.60, -0.01, 0.02, 0.02
403, 0.37, 0.12, 11.59, -0.01, 0.02, 0.02
6, 0.36, 0.13, 11.59, -0.01, 0.02, 0.02
104, 0.35, 0.14, 11.60, -0.01, 0.02, 0.02
204, 0.35, 0.12, 11.60, -0.01, 0.02, 0.02
304, 0.36, 0.12, 11.57, -0.01, 0.02, 0.02
404, 0.36, 0.11, 11.59, -0.01, 0.02, 0.02
504, 0.34, 0.11, 11.60, -0.01, 0.02, 0.02
604, 0.35, 0.12, 11.62, -0.01, 0.02, 0.01
704, 0.36, 0.12, 11.59, -0.01, 0.02, 0.01
804, 0.36, 0.15, 11.61, -0.01, 0.02, 0.02
904, 0.36, 0.11, 11.61, -0.01, 0.02, 0.02
1004, 0.37, 0.11, 11.62, -0.01, 0.02, 0.02
1104, 0.36, 0.11, 11.57, -0.01, 0.02, 0.02
1436, 0.35, 0.11, 11.61, -0.01, 0.02, 0.02
1440, 0.35, 0.12, 11.63, -0.01, 0.02, 0.02
1539, 0.77, -1.70, 8.86, -0.02, -0.13, 0.15
1639, -0.43, -3.37, 12.43, 0.03, -0.07, 0.04
1739, -1.95, -1.73, 11.09, 0.00, 0.05, 0.09
1839, 3.04, 2.30, 12.47, 0.05, 0.04, 0.14
1939, -0.87, 0.31, 10.94, -0.12, -0.03, 0.08
2039, 3.00, 0.98, 10.97, 0.01, 0.02, 0.13
2139, 3.08, -0.09, 12.96, -0.03, 0.03, 0.12
2239, -0.09, -5.29, 10.45, 0.22, 0.00, 0.12
2339, -12.67, 0.59, 17.16, 1.15, 0.44, 0.61
2439, 1.92, -0.49, 12.29, 0.23, -0.05, 0.15
2539, -12.85, -4.87, 19.01, -0.97, -0.56, 0.28
2639, -1.72, -2.25, 10.95, 0.40, 0.07, 0.11
2739, -0.49, -1.01, 10.16, -0.16, 0.06, 0.12
2839, 1.27, 3.07, 12.96, 0.19, 0.09, 0.23
2939, 2.77, -2.03, 12.22, 0.04, -0.00, 0.13
3182, 0.02, -0.91, 12.48, 0.08, -0.06, 0.13
3281, 0.49, 3.57, 13.12, 0.18, -0.15, 0.25
3381, -0.37, -1.96, 10.85, -0.22, 0.06, 0.11
3481, -0.17, 0.79, 11.98, 0.01, -0.00, 0.07
3581, 0.31, 1.30, 10.87, -0.07, 0.01, 0.03
3681, 0.26, 1.03, 11.59, -0.02, 0.01, 0.02
3781, 0.29, -0.09, 11.65, -0.01, 0.02, 0.02
3881, 0.27, 0.14, 11.58, -0.01, 0.02, 0.02
3981, 0.30, 0.10, 11.57, -0.01, 0.02, 0.02
4081, 0.27, 0.11, 11.62, -0.01, 0.02, 0.02
4181, 0.28, 0.12, 11.60, -0.01, 0.02, 0.02
4281, 0.26, 0.10, 11.63, -0.01, 0.02, 0.02
4381, 0.29, 0.13, 11.61, -0.01, 0.02, 0.02
4481, 0.26, 0.11, 11.61, -0.01, 0.02, 0.02
4581, 0.28, 0.11, 11.61, -0.01, 0.02, 0.02
4681, 0.26, 0.09, 11.63, -0.01, 0.02, 0.02
4781, 0.30, 0.13, 11.61, -0.01, 0.02, 0.02
4881, 0.26, 0.09, 11.61, -0.01, 0.02, 0.02
4981, 0.31, 0.11, 11.58, -0.01, 0.02, 0.02
5081, 0.25, 0.09, 11.59, -0.01, 0.02, 0.02
5181, 0.31, 0.11, 11.62, -0.01, 0.02, 0.01
5281, 0.26, 0.11, 11.60, -0.01, 0.02, 0.02
5381, 0.29, 0.11, 11.62, -0.01, 0.02, 0.02
5481, 0.28, 0.10, 11.61, -0.01, 0.02, 0.02
5581, 0.29, 0.10, 11.59, -0.01, 0.02, 0.02
5681, 0.27, 0.11, 11.62, -0.01, 0.02, 0.01
5781, 0.31, 0.11, 11.59, -0.01, 0.02, 0.02
5881, 0.27, 0.07, 11.61, -0.01, 0.02, 0.02
5981, 0.27, 0.12, 11.63, -0.01, 0.02, 0.02
6081, 0.25, 0.09, 11.60, -0.01, 0.02, 0.02
6181, 0.30, 0.12, 11.58, -0.01, 0.02, 0.02
6281, 0.25, 0.12, 11.63, -0.01, 0.02, 0.02
6381, 0.29, 0.12, 11.58, -0.01, 0.02, 0.02
6659, 0.29, 0.13, 11.60, -0.01, 0.02, 0.02
